scope,role,policy_id,vector_hash,budget_group,display_role,borough,category,sla_days_mean,inspection_fraction_mean,sla_days_std,inspection_fraction_std,n_evaluations,sla_days_sem,inspection_fraction_sem
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Bronx,Remove Tree,3.16,0.821820652173913,0.47258156262526085,0.008696625143709566,25,0.09451631252505217,0.0017393250287419133
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Bronx,Root/Sewer/Sidewalk,12.38,0.1373601147776183,1.0923979738782634,0.00821609631359386,25,0.21847959477565268,0.001643219262718772
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Brooklyn,Hazard,0.2,0.9892085393430685,0.408248290463863,0.0015984973513404998,25,0.08164965809277261,0.00031969947026809996
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Brooklyn,Illegal Tree Damage,0.0,0.9978394663223585,0.0,0.0004325317676402277,25,0.0,8.650635352804554e-05
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Brooklyn,Other,0.0,1.0,0.0,0.0,25,0.0,0.0
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Brooklyn,Prune,17.92,0.17518456479930514,1.5790292376436015,0.004446411393339276,25,0.3158058475287203,0.0008892822786678552
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Brooklyn,Remove Tree,4.72,0.9384489950701554,0.6782329983125267,0.0041343691903362794,25,0.13564659966250533,0.0008268738380672559
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Brooklyn,Root/Sewer/Sidewalk,18.2,0.2922788147210798,1.4142135623730951,0.005929164723002529,25,0.282842712474619,0.0011858329446005058
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Manhattan,Hazard,1.0,0.9657699805068226,0.0,0.0034140152178118994,25,0.0,0.0006828030435623799
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Manhattan,Illegal Tree Damage,0.04,0.9965704726056043,0.2,0.0012371559563152488,25,0.04,0.0002474311912630498
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Manhattan,Other,0.16,1.0,0.37416573867739417,0.0,25,0.07483314773547883,0.0
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Manhattan,Prune,10.14,0.11211364192995342,2.2708295107001466,0.009047688180968428,25,0.45416590214002933,0.0018095376361936856
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Manhattan,Remove Tree,9.44,0.5542588866532528,0.6506407098647712,0.012077091284620452,25,0.13012814197295425,0.0024154182569240904
mean_across_authenticated_inference_seeds_321_345,borough_most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,borough,most_efficient,Manhattan,Root/Sewer/Sidewalk,0.0,0.9874481074481075,0.0,0.004103242380505922,25,0.0,0.0008206484761011844
