role,policy_id,vector_hash,GEOID,cost_delay,cost_drop,total_cost
historical_2019,historical_2019,,36061001401,8.0,3000.0,3008.0
historical_2019,historical_2019,,36061001402,220.0,800.0,1020.0
historical_2019,historical_2019,,36061001501,232.0,4400.0,4632.0
historical_2019,historical_2019,,36061001502,136.0,1600.0,1736.0
historical_2019,historical_2019,,36061001600,364.0,9400.0,9764.0
historical_2019,historical_2019,,36061001800,106.0,5400.0,5506.0
historical_2019,historical_2019,,36061002100,178.0,3800.0,3978.0
historical_2019,historical_2019,,36061002201,100.0,3600.0,3700.0
historical_2019,historical_2019,,36061002202,148.0,5000.0,5148.0
historical_2019,historical_2019,,36061002400,0.0,800.0,800.0
historical_2019,historical_2019,,36061002500,0.0,1000.0,1000.0
historical_2019,historical_2019,,36061002601,1580.0,9000.0,10580.0
historical_2019,historical_2019,,36061002602,312.0,12800.0,13112.0
historical_2019,historical_2019,,36061002700,72.0,4000.0,4072.0
historical_2019,historical_2019,,36061002800,350.0,3800.0,4150.0
historical_2019,historical_2019,,36061002901,8.0,800.0,808.0
historical_2019,historical_2019,,36061002902,20.0,0.0,20.0
historical_2019,historical_2019,,36061003001,132.0,1200.0,1332.0
historical_2019,historical_2019,,36061003002,132.0,2400.0,2532.0
historical_2019,historical_2019,,36061003100,0.0,0.0,0.0
historical_2019,historical_2019,,36061003200,1526.0,11600.0,13126.0
historical_2019,historical_2019,,36061003300,950.0,6000.0,6950.0
historical_2019,historical_2019,,36061003400,2382.0,14800.0,17182.0
historical_2019,historical_2019,,36061003601,128.0,1200.0,1328.0
historical_2019,historical_2019,,36061003602,312.0,4800.0,5112.0
historical_2019,historical_2019,,36061003700,1304.0,8600.0,9904.0
historical_2019,historical_2019,,36061003800,560.0,16400.0,16960.0
historical_2019,historical_2019,,36061003900,290.0,9200.0,9490.0
historical_2019,historical_2019,,36061004001,64.0,4800.0,4864.0
historical_2019,historical_2019,,36061004002,2776.0,2400.0,5176.0
historical_2019,historical_2019,,36061004100,1854.0,2400.0,4254.0
historical_2019,historical_2019,,36061004200,62.0,5400.0,5462.0
historical_2019,historical_2019,,36061004300,1550.0,9400.0,10950.0
historical_2019,historical_2019,,36061004400,26.0,0.0,26.0
historical_2019,historical_2019,,36061004700,658.0,8200.0,8858.0
historical_2019,historical_2019,,36061004800,1176.0,6400.0,7576.0
historical_2019,historical_2019,,36061004900,502.0,3400.0,3902.0
historical_2019,historical_2019,,36061005000,278.0,8600.0,8878.0
historical_2019,historical_2019,,36061005200,108.0,5000.0,5108.0
historical_2019,historical_2019,,36061005400,148.0,2200.0,2348.0
historical_2019,historical_2019,,36061005501,10.0,1000.0,1010.0
historical_2019,historical_2019,,36061005502,794.0,800.0,1594.0
historical_2019,historical_2019,,36061005600,304.0,2400.0,2704.0
historical_2019,historical_2019,,36061005700,64.0,0.0,64.0
historical_2019,historical_2019,,36061005800,68.0,4000.0,4068.0
historical_2019,historical_2019,,36061005900,298.0,5400.0,5698.0
historical_2019,historical_2019,,36061006100,434.0,1800.0,2234.0
historical_2019,historical_2019,,36061006200,50.0,1000.0,1050.0
historical_2019,historical_2019,,36061006300,340.0,6800.0,7140.0
historical_2019,historical_2019,,36061006400,928.0,3000.0,3928.0
historical_2019,historical_2019,,36061006500,452.0,10000.0,10452.0
historical_2019,historical_2019,,36061006600,176.0,7000.0,7176.0
historical_2019,historical_2019,,36061006700,512.0,2800.0,3312.0
historical_2019,historical_2019,,36061006800,656.0,1800.0,2456.0
historical_2019,historical_2019,,36061006900,568.0,1200.0,1768.0
historical_2019,historical_2019,,36061007001,112.0,0.0,112.0
historical_2019,historical_2019,,36061007002,240.0,4800.0,5040.0
historical_2019,historical_2019,,36061007100,386.0,11200.0,11586.0
historical_2019,historical_2019,,36061007200,5392.0,4800.0,10192.0
historical_2019,historical_2019,,36061007300,1518.0,9600.0,11118.0
historical_2019,historical_2019,,36061007400,80.0,800.0,880.0
historical_2019,historical_2019,,36061007500,700.0,6200.0,6900.0
historical_2019,historical_2019,,36061007600,1520.0,0.0,1520.0
historical_2019,historical_2019,,36061007700,518.0,7800.0,8318.0
historical_2019,historical_2019,,36061007800,194.0,1000.0,1194.0
historical_2019,historical_2019,,36061007900,370.0,7600.0,7970.0
historical_2019,historical_2019,,36061008000,1534.0,2000.0,3534.0
historical_2019,historical_2019,,36061008100,294.0,8200.0,8494.0
historical_2019,historical_2019,,36061008200,266.0,3000.0,3266.0
historical_2019,historical_2019,,36061008300,240.0,2200.0,2440.0
historical_2019,historical_2019,,36061008400,10.0,0.0,10.0
historical_2019,historical_2019,,36061008601,40.0,2800.0,2840.0
historical_2019,historical_2019,,36061008603,292.0,3400.0,3692.0
historical_2019,historical_2019,,36061008700,220.0,9600.0,9820.0
historical_2019,historical_2019,,36061008800,336.0,3400.0,3736.0
historical_2019,historical_2019,,36061008900,448.0,12000.0,12448.0
historical_2019,historical_2019,,36061009000,202.0,6400.0,6602.0
historical_2019,historical_2019,,36061009100,368.0,13800.0,14168.0
historical_2019,historical_2019,,36061009200,952.0,1600.0,2552.0
historical_2019,historical_2019,,36061009300,396.0,9200.0,9596.0
historical_2019,historical_2019,,36061009400,120.0,0.0,120.0
historical_2019,historical_2019,,36061009500,1052.0,1800.0,2852.0
historical_2019,historical_2019,,36061009600,56.0,0.0,56.0
historical_2019,historical_2019,,36061009700,986.0,2400.0,3386.0
historical_2019,historical_2019,,36061009800,548.0,9600.0,10148.0
historical_2019,historical_2019,,36061009901,1242.0,5600.0,6842.0
historical_2019,historical_2019,,36061009902,16.0,3600.0,3616.0
historical_2019,historical_2019,,36061009903,40.0,400.0,440.0
historical_2019,historical_2019,,36061010000,36.0,0.0,36.0
historical_2019,historical_2019,,36061010200,210.0,3200.0,3410.0
historical_2019,historical_2019,,36061010300,0.0,0.0,0.0
historical_2019,historical_2019,,36061010400,288.0,4000.0,4288.0
historical_2019,historical_2019,,36061010601,38.0,3800.0,3838.0
historical_2019,historical_2019,,36061010602,1086.0,1800.0,2886.0
historical_2019,historical_2019,,36061010801,930.0,800.0,1730.0
historical_2019,historical_2019,,36061010802,310.0,2400.0,2710.0
historical_2019,historical_2019,,36061010803,48.0,2200.0,2248.0
historical_2019,historical_2019,,36061011000,148.0,3200.0,3348.0
historical_2019,historical_2019,,36061011100,48.0,3200.0,3248.0
historical_2019,historical_2019,,36061011201,0.0,0.0,0.0
historical_2019,historical_2019,,36061011202,10.0,2400.0,2410.0
historical_2019,historical_2019,,36061011203,42.0,5800.0,5842.0
historical_2019,historical_2019,,36061011401,276.0,3600.0,3876.0
historical_2019,historical_2019,,36061011402,280.0,400.0,680.0
historical_2019,historical_2019,,36061011500,508.0,4200.0,4708.0
historical_2019,historical_2019,,36061011600,80.0,1800.0,1880.0
historical_2019,historical_2019,,36061011700,276.0,5800.0,6076.0
historical_2019,historical_2019,,36061011800,4532.0,3600.0,8132.0
historical_2019,historical_2019,,36061011900,10.0,0.0,10.0
historical_2019,historical_2019,,36061012000,3854.0,6800.0,10654.0
historical_2019,historical_2019,,36061012101,248.0,2600.0,2848.0
historical_2019,historical_2019,,36061012102,928.0,5400.0,6328.0
historical_2019,historical_2019,,36061012200,530.0,8200.0,8730.0
historical_2019,historical_2019,,36061012400,978.0,4000.0,4978.0
historical_2019,historical_2019,,36061012500,10.0,2000.0,2010.0
historical_2019,historical_2019,,36061012601,320.0,4200.0,4520.0
historical_2019,historical_2019,,36061012602,314.0,9800.0,10114.0
historical_2019,historical_2019,,36061012700,1060.0,10000.0,11060.0
historical_2019,historical_2019,,36061012800,322.0,800.0,1122.0
historical_2019,historical_2019,,36061012901,202.0,0.0,202.0
historical_2019,historical_2019,,36061012902,168.0,6600.0,6768.0
historical_2019,historical_2019,,36061013000,374.0,3800.0,4174.0
historical_2019,historical_2019,,36061013100,0.0,3200.0,3200.0
historical_2019,historical_2019,,36061013201,192.0,0.0,192.0
historical_2019,historical_2019,,36061013202,108.0,1600.0,1708.0
historical_2019,historical_2019,,36061013203,784.0,0.0,784.0
historical_2019,historical_2019,,36061013300,762.0,5000.0,5762.0
historical_2019,historical_2019,,36061013400,666.0,14400.0,15066.0
historical_2019,historical_2019,,36061013501,1974.0,6600.0,8574.0
historical_2019,historical_2019,,36061013502,1152.0,7400.0,8552.0
historical_2019,historical_2019,,36061013601,80.0,1800.0,1880.0
historical_2019,historical_2019,,36061013602,116.0,2400.0,2516.0
historical_2019,historical_2019,,36061013603,276.0,0.0,276.0
historical_2019,historical_2019,,36061013604,500.0,10200.0,10700.0
historical_2019,historical_2019,,36061013700,32.0,6000.0,6032.0
historical_2019,historical_2019,,36061013800,1404.0,12400.0,13804.0
historical_2019,historical_2019,,36061013900,172.0,4400.0,4572.0
historical_2019,historical_2019,,36061014000,640.0,3000.0,3640.0
historical_2019,historical_2019,,36061014200,594.0,4000.0,4594.0
historical_2019,historical_2019,,36061014300,0.0,33400.0,33400.0
historical_2019,historical_2019,,36061014401,664.0,8400.0,9064.0
historical_2019,historical_2019,,36061014402,464.0,10600.0,11064.0
historical_2019,historical_2019,,36061014500,124.0,7400.0,7524.0
historical_2019,historical_2019,,36061014601,114.0,3400.0,3514.0
historical_2019,historical_2019,,36061014602,126.0,11400.0,11526.0
historical_2019,historical_2019,,36061014700,0.0,800.0,800.0
historical_2019,historical_2019,,36061014801,210.0,2800.0,3010.0
historical_2019,historical_2019,,36061014802,512.0,12000.0,12512.0
historical_2019,historical_2019,,36061014900,108.0,600.0,708.0
historical_2019,historical_2019,,36061015001,430.0,3600.0,4030.0
historical_2019,historical_2019,,36061015002,616.0,5200.0,5816.0
historical_2019,historical_2019,,36061015101,76.0,800.0,876.0
historical_2019,historical_2019,,36061015102,128.0,0.0,128.0
historical_2019,historical_2019,,36061015200,94.0,5800.0,5894.0
historical_2019,historical_2019,,36061015301,954.0,5400.0,6354.0
historical_2019,historical_2019,,36061015302,176.0,400.0,576.0
historical_2019,historical_2019,,36061015401,168.0,6000.0,6168.0
historical_2019,historical_2019,,36061015402,20.0,400.0,420.0
historical_2019,historical_2019,,36061015403,136.0,800.0,936.0
historical_2019,historical_2019,,36061015501,588.0,1800.0,2388.0
historical_2019,historical_2019,,36061015502,336.0,0.0,336.0
historical_2019,historical_2019,,36061015601,56.0,800.0,856.0
historical_2019,historical_2019,,36061015602,0.0,800.0,800.0
historical_2019,historical_2019,,36061015700,482.0,6000.0,6482.0
historical_2019,historical_2019,,36061015801,2754.0,14400.0,17154.0
historical_2019,historical_2019,,36061015802,48.0,800.0,848.0
historical_2019,historical_2019,,36061015900,236.0,3800.0,4036.0
historical_2019,historical_2019,,36061016001,378.0,3200.0,3578.0
historical_2019,historical_2019,,36061016002,156.0,0.0,156.0
historical_2019,historical_2019,,36061016100,526.0,11400.0,11926.0
historical_2019,historical_2019,,36061016200,3274.0,800.0,4074.0
historical_2019,historical_2019,,36061016300,136.0,2000.0,2136.0
historical_2019,historical_2019,,36061016400,134.0,6200.0,6334.0
historical_2019,historical_2019,,36061016500,960.0,6000.0,6960.0
historical_2019,historical_2019,,36061016600,314.0,5800.0,6114.0
historical_2019,historical_2019,,36061016700,528.0,4800.0,5328.0
historical_2019,historical_2019,,36061016800,0.0,6000.0,6000.0
historical_2019,historical_2019,,36061016900,136.0,9000.0,9136.0
historical_2019,historical_2019,,36061017000,122.0,4000.0,4122.0
historical_2019,historical_2019,,36061017100,262.0,12600.0,12862.0
historical_2019,historical_2019,,36061017200,0.0,8800.0,8800.0
historical_2019,historical_2019,,36061017300,444.0,9000.0,9444.0
historical_2019,historical_2019,,36061017401,4.0,1200.0,1204.0
historical_2019,historical_2019,,36061017402,8.0,6600.0,6608.0
historical_2019,historical_2019,,36061017500,932.0,10200.0,11132.0
historical_2019,historical_2019,,36061017700,1104.0,2600.0,3704.0
historical_2019,historical_2019,,36061017800,1562.0,4400.0,5962.0
historical_2019,historical_2019,,36061017900,1726.0,11200.0,12926.0
historical_2019,historical_2019,,36061018000,768.0,2200.0,2968.0
historical_2019,historical_2019,,36061018100,590.0,10800.0,11390.0
historical_2019,historical_2019,,36061018200,1200.0,5600.0,6800.0
historical_2019,historical_2019,,36061018300,2850.0,4800.0,7650.0
historical_2019,historical_2019,,36061018400,1750.0,5200.0,6950.0
historical_2019,historical_2019,,36061018500,0.0,400.0,400.0
historical_2019,historical_2019,,36061018600,32.0,1000.0,1032.0
historical_2019,historical_2019,,36061018700,1420.0,4400.0,5820.0
historical_2019,historical_2019,,36061018800,1648.0,3200.0,4848.0
historical_2019,historical_2019,,36061018900,170.0,2000.0,2170.0
historical_2019,historical_2019,,36061019000,128.0,1800.0,1928.0
historical_2019,historical_2019,,36061019100,1484.0,11200.0,12684.0
historical_2019,historical_2019,,36061019200,360.0,800.0,1160.0
historical_2019,historical_2019,,36061019300,52.0,4000.0,4052.0
historical_2019,historical_2019,,36061019400,1108.0,2800.0,3908.0
historical_2019,historical_2019,,36061019500,502.0,2800.0,3302.0
historical_2019,historical_2019,,36061019600,420.0,2600.0,3020.0
historical_2019,historical_2019,,36061019701,500.0,1800.0,2300.0
historical_2019,historical_2019,,36061019702,328.0,400.0,728.0
historical_2019,historical_2019,,36061019800,1816.0,4200.0,6016.0
historical_2019,historical_2019,,36061019900,152.0,5200.0,5352.0
historical_2019,historical_2019,,36061020000,290.0,7400.0,7690.0
historical_2019,historical_2019,,36061020101,30.0,2000.0,2030.0
historical_2019,historical_2019,,36061020102,60.0,2200.0,2260.0
historical_2019,historical_2019,,36061020300,176.0,2800.0,2976.0
historical_2019,historical_2019,,36061020500,160.0,6200.0,6360.0
historical_2019,historical_2019,,36061020600,228.0,6000.0,6228.0
historical_2019,historical_2019,,36061020701,52.0,0.0,52.0
historical_2019,historical_2019,,36061020800,2422.0,12200.0,14622.0
historical_2019,historical_2019,,36061020901,0.0,1600.0,1600.0
historical_2019,historical_2019,,36061021000,16.0,2000.0,2016.0
historical_2019,historical_2019,,36061021100,392.0,5400.0,5792.0
historical_2019,historical_2019,,36061021200,544.0,2800.0,3344.0
historical_2019,historical_2019,,36061021303,24.0,3000.0,3024.0
historical_2019,historical_2019,,36061021400,10.0,2600.0,2610.0
historical_2019,historical_2019,,36061021500,72.0,3200.0,3272.0
historical_2019,historical_2019,,36061021600,1292.0,6600.0,7892.0
historical_2019,historical_2019,,36061021703,318.0,1800.0,2118.0
historical_2019,historical_2019,,36061021800,564.0,5600.0,6164.0
historical_2019,historical_2019,,36061021900,256.0,400.0,656.0
historical_2019,historical_2019,,36061022000,318.0,5800.0,6118.0
historical_2019,historical_2019,,36061022102,676.0,1600.0,2276.0
historical_2019,historical_2019,,36061022200,204.0,1400.0,1604.0
historical_2019,historical_2019,,36061022301,2430.0,1400.0,3830.0
historical_2019,historical_2019,,36061022400,926.0,5600.0,6526.0
historical_2019,historical_2019,,36061022500,250.0,9200.0,9450.0
historical_2019,historical_2019,,36061022600,452.0,5800.0,6252.0
historical_2019,historical_2019,,36061022700,676.0,7800.0,8476.0
historical_2019,historical_2019,,36061022800,1710.0,11200.0,12910.0
historical_2019,historical_2019,,36061022900,694.0,8200.0,8894.0
historical_2019,historical_2019,,36061023000,2792.0,9800.0,12592.0
historical_2019,historical_2019,,36061023100,680.0,8600.0,9280.0
historical_2019,historical_2019,,36061023200,328.0,3400.0,3728.0
historical_2019,historical_2019,,36061023300,3504.0,13600.0,17104.0
historical_2019,historical_2019,,36061023400,160.0,2600.0,2760.0
historical_2019,historical_2019,,36061023501,1146.0,4800.0,5946.0
historical_2019,historical_2019,,36061023502,1018.0,3200.0,4218.0
historical_2019,historical_2019,,36061023600,534.0,9000.0,9534.0
historical_2019,historical_2019,,36061023700,230.0,8400.0,8630.0
historical_2019,historical_2019,,36061023803,0.0,800.0,800.0
historical_2019,historical_2019,,36061023900,110.0,4200.0,4310.0
historical_2019,historical_2019,,36061024000,1130.0,800.0,1930.0
historical_2019,historical_2019,,36061024100,138.0,7200.0,7338.0
historical_2019,historical_2019,,36061024200,908.0,3400.0,4308.0
historical_2019,historical_2019,,36061024301,8.0,800.0,808.0
historical_2019,historical_2019,,36061024302,0.0,1000.0,1000.0
historical_2019,historical_2019,,36061024500,160.0,11600.0,11760.0
historical_2019,historical_2019,,36061024700,1104.0,7000.0,8104.0
historical_2019,historical_2019,,36061024900,24.0,800.0,824.0
historical_2019,historical_2019,,36061025100,806.0,1400.0,2206.0
historical_2019,historical_2019,,36061025300,876.0,7200.0,8076.0
historical_2019,historical_2019,,36061025500,278.0,7800.0,8078.0
historical_2019,historical_2019,,36061025700,372.0,6000.0,6372.0
historical_2019,historical_2019,,36061025900,918.0,7400.0,8318.0
historical_2019,historical_2019,,36061026100,112.0,400.0,512.0
historical_2019,historical_2019,,36061026300,762.0,7200.0,7962.0
historical_2019,historical_2019,,36061026500,1136.0,6400.0,7536.0
historical_2019,historical_2019,,36061026700,64.0,0.0,64.0
historical_2019,historical_2019,,36061026900,1344.0,2000.0,3344.0
historical_2019,historical_2019,,36061027100,554.0,7000.0,7554.0
historical_2019,historical_2019,,36061027300,1518.0,3400.0,4918.0
historical_2019,historical_2019,,36061027500,172.0,2800.0,2972.0
historical_2019,historical_2019,,36061027700,20.0,800.0,820.0
historical_2019,historical_2019,,36061027900,1050.0,9000.0,10050.0
historical_2019,historical_2019,,36061028100,492.0,1200.0,1692.0
historical_2019,historical_2019,,36061028300,768.0,9200.0,9968.0
historical_2019,historical_2019,,36061028500,296.0,800.0,1096.0
historical_2019,historical_2019,,36061028700,3634.0,4600.0,8234.0
historical_2019,historical_2019,,36061029100,700.0,4000.0,4700.0
historical_2019,historical_2019,,36061029300,3296.0,4800.0,8096.0
historical_2019,historical_2019,,36061029500,1236.0,8800.0,10036.0
historical_2019,historical_2019,,36061029700,336.0,6000.0,6336.0
historical_2019,historical_2019,,36061029900,654.0,3800.0,4454.0
historical_2019,historical_2019,,36061030300,660.0,11800.0,12460.0
historical_2019,historical_2019,,36061030700,90.0,5000.0,5090.0
historical_2019,historical_2019,,36061030900,3312.0,10200.0,13512.0
historical_2019,historical_2019,,36061031100,236.0,800.0,1036.0
historical_2019,historical_2019,,36061031703,220.0,0.0,220.0
historical_2019,historical_2019,,36061031704,80.0,3600.0,3680.0
historical_2019,historical_2019,,36061031900,50.0,0.0,50.0
historical_2019,historical_2019,,36081000101,694.0,400.0,1094.0
historical_2019,historical_2019,,36081000102,24.0,0.0,24.0
historical_2019,historical_2019,,36081000103,180.0,0.0,180.0
historical_2019,historical_2019,,36081000104,528.0,0.0,528.0
historical_2019,historical_2019,,36081000200,962.0,4000.0,4962.0
historical_2019,historical_2019,,36081000400,3838.0,10800.0,14638.0
historical_2019,historical_2019,,36081000600,3284.0,5000.0,8284.0
historical_2019,historical_2019,,36081000701,1352.0,3800.0,5152.0
historical_2019,historical_2019,,36081000702,2346.0,7200.0,9546.0
historical_2019,historical_2019,,36081000800,1216.0,17400.0,18616.0
historical_2019,historical_2019,,36081001000,7808.0,5200.0,13008.0
historical_2019,historical_2019,,36081001200,13074.0,16600.0,29674.0
historical_2019,historical_2019,,36081001400,2998.0,21400.0,24398.0
historical_2019,historical_2019,,36081001600,2650.0,7200.0,9850.0
historical_2019,historical_2019,,36081001800,4324.0,2400.0,6724.0
historical_2019,historical_2019,,36081001901,150.0,1000.0,1150.0
historical_2019,historical_2019,,36081001902,432.0,1600.0,2032.0
historical_2019,historical_2019,,36081001903,1340.0,1800.0,3140.0
historical_2019,historical_2019,,36081002000,2484.0,8000.0,10484.0
historical_2019,historical_2019,,36081002200,5836.0,12400.0,18236.0
historical_2019,historical_2019,,36081002400,3536.0,6600.0,10136.0
historical_2019,historical_2019,,36081002500,276.0,400.0,676.0
historical_2019,historical_2019,,36081002600,484.0,9600.0,10084.0
historical_2019,historical_2019,,36081002800,3108.0,5400.0,8508.0
historical_2019,historical_2019,,36081003000,514.0,5200.0,5714.0
historical_2019,historical_2019,,36081003100,2126.0,3200.0,5326.0
historical_2019,historical_2019,,36081003200,4896.0,10400.0,15296.0
historical_2019,historical_2019,,36081003301,40.0,400.0,440.0
historical_2019,historical_2019,,36081003302,2412.0,6200.0,8612.0
historical_2019,historical_2019,,36081003400,4122.0,4200.0,8322.0
historical_2019,historical_2019,,36081003600,5340.0,4000.0,9340.0
historical_2019,historical_2019,,36081003700,118.0,0.0,118.0
historical_2019,historical_2019,,36081003800,232.0,3400.0,3632.0
historical_2019,historical_2019,,36081003900,608.0,8200.0,8808.0
historical_2019,historical_2019,,36081004001,576.0,6400.0,6976.0
historical_2019,historical_2019,,36081004002,450.0,2200.0,2650.0
historical_2019,historical_2019,,36081004200,7968.0,7600.0,15568.0
historical_2019,historical_2019,,36081004300,456.0,0.0,456.0
historical_2019,historical_2019,,36081004401,10462.0,7000.0,17462.0
historical_2019,historical_2019,,36081004500,60.0,1600.0,1660.0
historical_2019,historical_2019,,36081004700,336.0,0.0,336.0
historical_2019,historical_2019,,36081005000,12.0,400.0,412.0
historical_2019,historical_2019,,36081005100,54.0,0.0,54.0
historical_2019,historical_2019,,36081005200,7928.0,6200.0,14128.0
historical_2019,historical_2019,,36081005300,1472.0,4200.0,5672.0
historical_2019,historical_2019,,36081005400,20546.0,19800.0,40346.0
historical_2019,historical_2019,,36081005500,772.0,800.0,1572.0
historical_2019,historical_2019,,36081005700,80.0,2400.0,2480.0
historical_2019,historical_2019,,36081005800,12728.0,31200.0,43928.0
historical_2019,historical_2019,,36081005900,3352.0,2000.0,5352.0
historical_2019,historical_2019,,36081006100,3468.0,9000.0,12468.0
historical_2019,historical_2019,,36081006201,196.0,2000.0,2196.0
historical_2019,historical_2019,,36081006202,5710.0,9400.0,15110.0
historical_2019,historical_2019,,36081006300,1822.0,5000.0,6822.0
historical_2019,historical_2019,,36081006501,1346.0,3200.0,4546.0
historical_2019,historical_2019,,36081006502,7244.0,5200.0,12444.0
historical_2019,historical_2019,,36081006900,1120.0,4000.0,5120.0
historical_2019,historical_2019,,36081007100,2508.0,9200.0,11708.0
historical_2019,historical_2019,,36081007300,378.0,2600.0,2978.0
historical_2019,historical_2019,,36081007500,696.0,1200.0,1896.0
historical_2019,historical_2019,,36081007700,796.0,3200.0,3996.0
historical_2019,historical_2019,,36081007900,2444.0,6200.0,8644.0
historical_2019,historical_2019,,36081008100,196.0,400.0,596.0
historical_2019,historical_2019,,36081008300,752.0,4000.0,4752.0
historical_2019,historical_2019,,36081008500,1064.0,2400.0,3464.0
historical_2019,historical_2019,,36081008600,6646.0,40000.0,46646.0
historical_2019,historical_2019,,36081008700,242.0,0.0,242.0
historical_2019,historical_2019,,36081008800,3534.0,20400.0,23934.0
historical_2019,historical_2019,,36081009100,518.0,2400.0,2918.0
historical_2019,historical_2019,,36081009400,382.0,5200.0,5582.0
historical_2019,historical_2019,,36081009500,1444.0,3400.0,4844.0
historical_2019,historical_2019,,36081009600,1554.0,10400.0,11954.0
historical_2019,historical_2019,,36081009700,350.0,8600.0,8950.0
historical_2019,historical_2019,,36081009800,366.0,6800.0,7166.0
historical_2019,historical_2019,,36081009900,1210.0,1200.0,2410.0
historical_2019,historical_2019,,36081010000,472.0,10200.0,10672.0
historical_2019,historical_2019,,36081010100,782.0,7200.0,7982.0
historical_2019,historical_2019,,36081010200,2628.0,5600.0,8228.0
historical_2019,historical_2019,,36081010300,4368.0,4000.0,8368.0
historical_2019,historical_2019,,36081010400,696.0,2600.0,3296.0
historical_2019,historical_2019,,36081010500,1994.0,400.0,2394.0
historical_2019,historical_2019,,36081010600,4060.0,1600.0,5660.0
historical_2019,historical_2019,,36081010701,0.0,400.0,400.0
historical_2019,historical_2019,,36081010800,306.0,2400.0,2706.0
historical_2019,historical_2019,,36081011000,2442.0,2400.0,4842.0
historical_2019,historical_2019,,36081011100,432.0,4200.0,4632.0
historical_2019,historical_2019,,36081011200,710.0,2800.0,3510.0
historical_2019,historical_2019,,36081011300,700.0,5600.0,6300.0
historical_2019,historical_2019,,36081011400,0.0,6000.0,6000.0
historical_2019,historical_2019,,36081011500,1174.0,3000.0,4174.0
historical_2019,historical_2019,,36081011600,1560.0,10200.0,11760.0
historical_2019,historical_2019,,36081011700,3096.0,11800.0,14896.0
historical_2019,historical_2019,,36081011800,624.0,5000.0,5624.0
historical_2019,historical_2019,,36081011900,864.0,3000.0,3864.0
historical_2019,historical_2019,,36081012000,718.0,2800.0,3518.0
historical_2019,historical_2019,,36081012100,1704.0,6000.0,7704.0
historical_2019,historical_2019,,36081012200,5688.0,7800.0,13488.0
historical_2019,historical_2019,,36081012301,3892.0,9800.0,13692.0
historical_2019,historical_2019,,36081012400,7344.0,4200.0,11544.0
historical_2019,historical_2019,,36081012500,1472.0,1400.0,2872.0
historical_2019,historical_2019,,36081012601,2976.0,800.0,3776.0
historical_2019,historical_2019,,36081012602,604.0,6000.0,6604.0
historical_2019,historical_2019,,36081012800,10368.0,10200.0,20568.0
historical_2019,historical_2019,,36081013000,1006.0,9600.0,10606.0
historical_2019,historical_2019,,36081013200,9090.0,8200.0,17290.0
historical_2019,historical_2019,,36081013400,1268.0,5600.0,6868.0
historical_2019,historical_2019,,36081013500,698.0,10200.0,10898.0
historical_2019,historical_2019,,36081013600,1924.0,1600.0,3524.0
historical_2019,historical_2019,,36081013700,300.0,16200.0,16500.0
historical_2019,historical_2019,,36081013800,1940.0,6200.0,8140.0
historical_2019,historical_2019,,36081014000,1104.0,14200.0,15304.0
historical_2019,historical_2019,,36081014100,132.0,800.0,932.0
historical_2019,historical_2019,,36081014201,9974.0,5600.0,15574.0
historical_2019,historical_2019,,36081014202,8644.0,6400.0,15044.0
historical_2019,historical_2019,,36081014300,1310.0,6200.0,7510.0
historical_2019,historical_2019,,36081014400,4712.0,2800.0,7512.0
historical_2019,historical_2019,,36081014500,7730.0,5200.0,12930.0
historical_2019,historical_2019,,36081014700,1038.0,5000.0,6038.0
historical_2019,historical_2019,,36081014800,1568.0,1200.0,2768.0
historical_2019,historical_2019,,36081014900,270.0,2800.0,3070.0
historical_2019,historical_2019,,36081015000,872.0,8800.0,9672.0
historical_2019,historical_2019,,36081015100,872.0,1200.0,2072.0
historical_2019,historical_2019,,36081015200,712.0,3200.0,3912.0
historical_2019,historical_2019,,36081015300,1042.0,3000.0,4042.0
historical_2019,historical_2019,,36081015400,4932.0,1200.0,6132.0
historical_2019,historical_2019,,36081015500,660.0,6800.0,7460.0
historical_2019,historical_2019,,36081015600,1728.0,2000.0,3728.0
historical_2019,historical_2019,,36081015700,144.0,0.0,144.0
historical_2019,historical_2019,,36081015801,994.0,9000.0,9994.0
historical_2019,historical_2019,,36081015802,17674.0,7400.0,25074.0
historical_2019,historical_2019,,36081015900,4714.0,7800.0,12514.0
historical_2019,historical_2019,,36081016100,1114.0,1600.0,2714.0
historical_2019,historical_2019,,36081016300,3008.0,7600.0,10608.0
historical_2019,historical_2019,,36081016400,68.0,3600.0,3668.0
historical_2019,historical_2019,,36081016600,1174.0,6000.0,7174.0
historical_2019,historical_2019,,36081016800,1940.0,7800.0,9740.0
historical_2019,historical_2019,,36081016900,884.0,5200.0,6084.0
historical_2019,historical_2019,,36081017000,298.0,9000.0,9298.0
historical_2019,historical_2019,,36081017101,14344.0,1800.0,16144.0
historical_2019,historical_2019,,36081017102,708.0,0.0,708.0
historical_2019,historical_2019,,36081017200,28.0,3800.0,3828.0
historical_2019,historical_2019,,36081017400,284.0,3600.0,3884.0
historical_2019,historical_2019,,36081017600,1492.0,8000.0,9492.0
historical_2019,historical_2019,,36081017800,1530.0,6000.0,7530.0
historical_2019,historical_2019,,36081017901,364.0,0.0,364.0
historical_2019,historical_2019,,36081017902,2098.0,3400.0,5498.0
historical_2019,historical_2019,,36081018000,4044.0,3800.0,7844.0
historical_2019,historical_2019,,36081018101,388.0,2000.0,2388.0
