calendar_year,random_seed,display_role,policy_id,vector_hash,efficiency_loss,equity_loss,historical_efficiency_loss,historical_equity_loss,efficiency_ratio_historical,equity_ratio_historical
2019,336,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14824314.666666668,468.47189267699054,16419478,1160.1949292345921,0.90284932728474487,0.40378722650171595
2019,337,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14852087.333333332,503.29841411650506,16419478,1160.1949292345921,0.90454077366730734,0.43380504554397842
2019,338,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14795406.0,496.27574794259476,16419478,1160.1949292345921,0.90108869478067455,0.42775204014208162
2019,339,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14857383.333333334,494.19125374416063,16419478,1160.1949292345921,0.9048633174168712,0.42595536430260922
2019,340,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14793091.333333338,483.6655510942531,16419478,1160.1949292345921,0.90094772399788459,0.41688300724890998
2019,341,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14761072.000000002,483.06359110819176,16419478,1160.1949292345921,0.89899764170334784,0.41636416341422916
2019,342,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14791918.66666667,509.5593257059172,16419478,1160.1949292345921,0.9008763047562578,0.43920147629164824
2019,343,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14792082.0,506.0065196264801,16419478,1160.1949292345921,0.90088625229133346,0.43613922701791541
2019,344,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14786275.999999998,471.3886931327054,16419478,1160.1949292345921,0.90053264787102238,0.40630128718429376
2019,345,most_equitable,candidate_d100_delay_median_cap1_borough_9da82092c7ffaf17,3ddf760e53e2891ee7500c6abd9312b54557d9d1d0a4c6d79fb33f498515ea3e,14881250.666666668,497.9833324509966,16419478,1160.1949292345921,0.90631691620565935,0.42922384842651218
2021,321,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,16163533.333333334,1128.6992566951312,21333512,1687.8732860535422,0.7576592796035333,0.66871089555198215
2021,322,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,16237520.666666668,1138.8955811928918,21333512,1687.8732860535422,0.76112740680796809,0.67475182562772318
2021,323,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,16211622.666666666,1134.6251360994452,21333512,1687.8732860535422,0.75991344822487106,0.67222175116731653
2021,324,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,16080072.666666664,1079.3956200473658,21333512,1687.8732860535422,0.75374709361809078,0.63950038724241387
2021,325,most_efficient,candidate_d100_delay_median_cap1_borough_c7df3d1fd0b07964,d75d21eacf056c54fe6739956c16a8a6d4d7fd75e61fbcf2bc8e8a06fcc3a4cb,16122216.666666668,1125.027612825524,21333512,1687.8732860535422,0.75572257707341706,0.66653558778454203
2021,321,balanced,candidate_d100_delay_median_cap1_borough_500e7870e139a8dc,c088e7e14e7fcbbb27edc17239a52daaa7617d1af15dbd8a1b374b47c2e7df82,15773174.666666664,888.6011073239453,21333512,1687.8732860535422,0.73936137034852323,0.52646197713194764
2021,322,balanced,candidate_d100_delay_median_cap1_borough_500e7870e139a8dc,c088e7e14e7fcbbb27edc17239a52daaa7617d1af15dbd8a1b374b47c2e7df82,15804541.999999998,876.2841445983843,21333512,1687.8732860535422,0.74083170178449742,0.51916465047399718
2021,323,balanced,candidate_d100_delay_median_cap1_borough_500e7870e139a8dc,c088e7e14e7fcbbb27edc17239a52daaa7617d1af15dbd8a1b374b47c2e7df82,15549210.666666666,871.4448144152664,21333512,1687.8732860535422,0.72886314577115419,0.5162975334794313
2021,324,balanced,candidate_d100_delay_median_cap1_borough_500e7870e139a8dc,c088e7e14e7fcbbb27edc17239a52daaa7617d1af15dbd8a1b374b47c2e7df82,15652708.0,879.7023444936997,21333512,1687.8732860535422,0.73371454264070535,0.52118980243508284
