efficiency_total_cost_delay_median,allrequest_equity_delay_median,efficiency_pct_borough_efficient,equity_pct_borough_efficient,efficiency_pct_historical,equity_pct_historical
16419478.0,1160.194929234592,125.03116740789204,121.25009382202983,100.0,100.0
