role,policy_id,vector_hash,budget_group,display_role,paper_role,borough,category,borough_budget_share,inspection_priority_weight,per_review_retention_probability
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Brooklyn,Prune,,9.185253358750307e-05,0.1
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Brooklyn,Remove Tree,,0.043434909837231875,0.9561789774662921
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Brooklyn,Root/Sewer/Sidewalk,,9.185253358750307e-05,0.1
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Manhattan,Hazard,,0.04105751573882432,0.3155734572236595
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Manhattan,Illegal Tree Damage,,0.02714319850577232,0.1
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Manhattan,Other,,0.04858644699902853,0.7046455125446468
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Manhattan,Prune,,9.185253358750307e-05,0.1
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Manhattan,Remove Tree,,0.07171128514466237,0.29319150485663203
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Manhattan,Root/Sewer/Sidewalk,,9.185253358750307e-05,0.1865228942084583
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Queens,Hazard,,0.09185253495621247,0.7627164288472449
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Queens,Illegal Tree Damage,,0.04049265115092972,0.42567080814154684
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Queens,Other,,0.02329863247958994,0.3390708702754447
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Queens,Prune,,9.185253358750307e-05,0.1
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Queens,Remove Tree,,0.045699462419124294,0.1
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Queens,Root/Sewer/Sidewalk,,9.185253358750307e-05,0.28580825004506527
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Staten Island,Hazard,,0.049188043652667136,0.8016628313982033
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Staten Island,Illegal Tree Damage,,0.0282810694556462,0.4389553026934202
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Staten Island,Other,,0.09185253495621247,0.6733843327417403
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Staten Island,Prune,,9.185253358750307e-05,0.1
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Staten Island,Remove Tree,,0.015594600933911896,0.2588883927811432
city_balanced,candidate_d100_delay_median_cap1_city_8750ba64fb5a6a21,d2155f4ed96c16ec94f65c3dec053214803c3843b41713176a711cbcffbd30c2,city,balanced,City Balanced,Staten Island,Root/Sewer/Sidewalk,,9.185253358750307e-05,0.47527564386207494
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Bronx,Hazard,,0.035441094173295364,0.5292383165234106
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Bronx,Illegal Tree Damage,,0.02804065947889337,1.0
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Bronx,Other,,0.04654562895850981,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Bronx,Prune,,8.757349247152374e-05,0.14822959830738752
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Bronx,Remove Tree,,0.05044558617216443,0.38931172806594583
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Bronx,Root/Sewer/Sidewalk,,8.757349247152374e-05,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Brooklyn,Hazard,,0.08757349377647046,0.8361561396145873
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Brooklyn,Illegal Tree Damage,,0.08757349377647046,0.3019610887562714
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Brooklyn,Other,,0.015740993939459613,1.0
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Brooklyn,Prune,,8.757349247152374e-05,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Brooklyn,Remove Tree,,0.0756238965352759,0.7508077287348363
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Brooklyn,Root/Sewer/Sidewalk,,8.757349247152374e-05,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Manhattan,Hazard,,0.04795085748074527,0.2869681744996938
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Manhattan,Illegal Tree Damage,,0.008433595153985425,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Manhattan,Other,,0.03962459263402901,0.7232445608689341
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Manhattan,Prune,,8.757349247152374e-05,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Manhattan,Remove Tree,,0.08757349377647046,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Manhattan,Root/Sewer/Sidewalk,,8.757349247152374e-05,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Queens,Hazard,,0.08757349377647046,1.0
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Queens,Illegal Tree Damage,,0.02731142486451149,0.3896688874599418
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Queens,Other,,0.06813824657316345,0.1918190522946966
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Queens,Prune,,8.757349247152374e-05,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Queens,Remove Tree,,0.02446055616347416,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Queens,Root/Sewer/Sidewalk,,8.757349247152374e-05,0.46148039064585594
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Staten Island,Hazard,,0.039228866366967464,0.5527649559594546
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Staten Island,Illegal Tree Damage,,0.03323171459332699,0.6187843060099779
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Staten Island,Other,,0.08757349377647046,0.31631903483765955
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Staten Island,Prune,,8.757349247152374e-05,0.1
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Staten Island,Remove Tree,,0.021039083105130738,0.7489288625055257
city_most_efficient,candidate_d100_delay_median_cap1_city_9df8d9895369c391,d612a94a822bad3632a693e1de6424c1175cb9dbb61b188df984f2fe52136268,city,most_efficient,Most efficient,Staten Island,Root/Sewer/Sidewalk,,8.757349247152374e-05,0.1
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Bronx,Hazard,,0.022350994465380206,0.3365332204673217
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Bronx,Illegal Tree Damage,,0.0242051567613286,0.1
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Bronx,Other,,0.07058258852020287,0.617186233465965
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Bronx,Prune,,8.902530495040443e-05,0.23648961279018418
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Bronx,Remove Tree,,0.048483124354809594,0.16096032524808043
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Bronx,Root/Sewer/Sidewalk,,8.902530495040443e-05,0.1
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Brooklyn,Hazard,,0.06590094666039985,0.32496564516319987
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Brooklyn,Illegal Tree Damage,,0.03209761122783269,0.636295497093428
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Brooklyn,Other,,0.020109293799444653,0.14761347632516827
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Brooklyn,Prune,,8.902530495040443e-05,0.1
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Brooklyn,Remove Tree,,0.0819035658611453,0.9212175645321293
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Brooklyn,Root/Sewer/Sidewalk,,8.902530495040443e-05,0.1398974106684354
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Manhattan,Hazard,,0.029717756383029773,0.1
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Manhattan,Illegal Tree Damage,,0.01141708451244248,0.45711555038212853
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Manhattan,Other,,0.012910531715723228,0.1
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Manhattan,Prune,,8.902530495040443e-05,0.5184453982134574
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Manhattan,Remove Tree,,0.07244315279915615,0.28439829572380043
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Manhattan,Root/Sewer/Sidewalk,,8.902530495040443e-05,1.0
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Queens,Hazard,,0.08902530627698485,0.49755622512908093
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Queens,Illegal Tree Damage,,0.047718699244376044,0.8610588292358033
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Queens,Other,,0.06277587687979515,0.1
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Queens,Prune,,8.902530495040443e-05,0.18842200545346952
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Queens,Remove Tree,,0.06927840494579474,0.10227520072869842
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Queens,Root/Sewer/Sidewalk,,8.902530495040443e-05,0.3133594467957225
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Staten Island,Hazard,,0.053280293176489725,0.2545125038239626
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Staten Island,Illegal Tree Damage,,0.0457161088948308,0.9883380212316177
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Staten Island,Other,,0.08902530627698485,0.49327875015227257
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Staten Island,Prune,,8.902530495040443e-05,0.1522184045558685
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Staten Island,Remove Tree,,0.050167944194344484,0.37089613147002604
city_most_equitable,candidate_d100_delay_median_cap1_city_a429951251cca526,3852ac842b53163eb7bbac2005f8272aebe91754c390ec2e57a3deec0c756381,city,most_equitable,Most equitable,Staten Island,Root/Sewer/Sidewalk,,8.902530495040443e-05,0.1
