category,borough,bin_left_days,bin_right_days,right_edge_inclusive,row_count,density_per_day
Root/Sewer/Sidewalk,Bronx,20.0,21.0,False,16,0.02244039270687237
Root/Sewer/Sidewalk,Bronx,21.0,22.0,False,17,0.023842917251051893
Root/Sewer/Sidewalk,Bronx,22.0,23.0,False,15,0.021037868162692847
Root/Sewer/Sidewalk,Bronx,23.0,24.0,False,4,0.005610098176718092
Root/Sewer/Sidewalk,Bronx,24.0,25.0,False,8,0.011220196353436185
Root/Sewer/Sidewalk,Bronx,25.0,26.0,False,12,0.016830294530154277
Root/Sewer/Sidewalk,Bronx,26.0,27.0,False,14,0.019635343618513323
Root/Sewer/Sidewalk,Bronx,27.0,28.0,False,11,0.015427769985974754
Root/Sewer/Sidewalk,Bronx,28.0,29.0,False,22,0.030855539971949508
Root/Sewer/Sidewalk,Bronx,29.0,30.0,False,13,0.0182328190743338
Root/Sewer/Sidewalk,Bronx,30.0,31.0,False,7,0.009817671809256662
Root/Sewer/Sidewalk,Bronx,31.0,32.0,False,8,0.011220196353436185
Root/Sewer/Sidewalk,Bronx,32.0,33.0,False,7,0.009817671809256662
Root/Sewer/Sidewalk,Bronx,33.0,34.0,False,8,0.011220196353436185
Root/Sewer/Sidewalk,Bronx,34.0,35.0,False,7,0.009817671809256662
Root/Sewer/Sidewalk,Bronx,35.0,36.0,False,13,0.0182328190743338
Root/Sewer/Sidewalk,Bronx,36.0,37.0,False,8,0.011220196353436185
Root/Sewer/Sidewalk,Bronx,37.0,38.0,False,3,0.004207573632538569
Root/Sewer/Sidewalk,Bronx,38.0,39.0,False,9,0.012622720897615708
Root/Sewer/Sidewalk,Bronx,39.0,40.0,False,6,0.008415147265077139
Root/Sewer/Sidewalk,Bronx,40.0,41.0,False,4,0.005610098176718092
Root/Sewer/Sidewalk,Bronx,41.0,42.0,False,8,0.011220196353436185
Root/Sewer/Sidewalk,Bronx,42.0,43.0,False,5,0.0070126227208976155
Root/Sewer/Sidewalk,Bronx,43.0,44.0,False,7,0.009817671809256662
Root/Sewer/Sidewalk,Bronx,44.0,45.0,False,4,0.005610098176718092
Root/Sewer/Sidewalk,Bronx,45.0,46.0,False,6,0.008415147265077139
Root/Sewer/Sidewalk,Bronx,46.0,47.0,False,8,0.011220196353436185
Root/Sewer/Sidewalk,Bronx,47.0,48.0,False,8,0.011220196353436185
Root/Sewer/Sidewalk,Bronx,48.0,49.0,False,5,0.0070126227208976155
Root/Sewer/Sidewalk,Bronx,49.0,50.0,True,2,0.002805049088359046
Root/Sewer/Sidewalk,Manhattan,0.0,1.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,1.0,2.0,False,2,0.04878048780487805
Root/Sewer/Sidewalk,Manhattan,2.0,3.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,3.0,4.0,False,4,0.0975609756097561
Root/Sewer/Sidewalk,Manhattan,4.0,5.0,False,2,0.04878048780487805
Root/Sewer/Sidewalk,Manhattan,5.0,6.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,6.0,7.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,7.0,8.0,False,2,0.04878048780487805
Root/Sewer/Sidewalk,Manhattan,8.0,9.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,9.0,10.0,False,2,0.04878048780487805
Root/Sewer/Sidewalk,Manhattan,10.0,11.0,False,2,0.04878048780487805
Root/Sewer/Sidewalk,Manhattan,11.0,12.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,12.0,13.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,13.0,14.0,False,3,0.07317073170731707
Root/Sewer/Sidewalk,Manhattan,14.0,15.0,False,2,0.04878048780487805
Root/Sewer/Sidewalk,Manhattan,15.0,16.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,16.0,17.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,17.0,18.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,18.0,19.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,19.0,20.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,20.0,21.0,False,2,0.04878048780487805
Root/Sewer/Sidewalk,Manhattan,21.0,22.0,False,5,0.12195121951219512
Root/Sewer/Sidewalk,Manhattan,22.0,23.0,False,2,0.04878048780487805
Root/Sewer/Sidewalk,Manhattan,23.0,24.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,24.0,25.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,25.0,26.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,26.0,27.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,27.0,28.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,28.0,29.0,False,3,0.07317073170731707
Root/Sewer/Sidewalk,Manhattan,29.0,30.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,30.0,31.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,31.0,32.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,32.0,33.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,33.0,34.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,34.0,35.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,35.0,36.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,36.0,37.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,37.0,38.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,38.0,39.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,39.0,40.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,40.0,41.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,41.0,42.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,42.0,43.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,43.0,44.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,44.0,45.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,45.0,46.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,46.0,47.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,47.0,48.0,False,0,0.0
Root/Sewer/Sidewalk,Manhattan,48.0,49.0,False,1,0.024390243902439025
Root/Sewer/Sidewalk,Manhattan,49.0,50.0,True,0,0.0
