setting_id,budget_group,policy_id,efficiency_ratio_historical,equity_ratio_historical
d100_delay_median_cap1,city,search_arm1_index2220,0.8301437272650607,0.37588280470197705
d100_delay_median_cap1,city,search_arm1_index2221,0.9249605052405848,1.3591371630442273
d100_delay_median_cap1,city,search_arm1_index2222,0.7787396570504048,0.9524973307291273
d100_delay_median_cap1,city,search_arm1_index2223,0.8262803888568605,0.3992425047032776
d100_delay_median_cap1,city,search_arm1_index2224,0.87270951407022,0.8549521240234429
d100_delay_median_cap1,city,search_arm1_index2225,0.9254295822721444,1.0557360534784548
d100_delay_median_cap1,city,search_arm1_index2226,0.8052174780871029,0.2985650855010738
d100_delay_median_cap1,city,search_arm1_index2227,0.816967912540622,0.4912776254431046
d100_delay_median_cap1,city,search_arm1_index2228,0.7836264141080899,0.8101962787494109
d100_delay_median_cap1,city,search_arm1_index2229,0.8129704651187245,0.3818496072096602
d100_delay_median_cap1,city,search_arm1_index2230,0.7864320656235235,0.7840724151945055
d100_delay_median_cap1,city,search_arm1_index2231,0.7704890902540669,0.39856344878138755
d100_delay_median_cap1,city,search_arm1_index2232,0.7925800483222832,0.3501103521301661
d100_delay_median_cap1,city,search_arm1_index2233,0.7866669898600511,0.8061504384809332
d100_delay_median_cap1,city,search_arm1_index2234,0.7789832701543049,0.5338321679364735
d100_delay_median_cap1,city,search_arm1_index2235,0.8136634631949526,0.521565872385742
d100_delay_median_cap1,city,search_arm1_index2236,0.8574041147958541,1.2241060579588325
d100_delay_median_cap1,city,search_arm1_index2237,0.7781252242001847,0.4482824120790658
d100_delay_median_cap1,city,search_arm1_index2238,0.8592079886258664,1.1530078729749793
d100_delay_median_cap1,city,search_arm1_index2239,0.7862936121761402,0.7689456686551451
d100_delay_median_cap1,city,search_arm1_index2240,0.7857008202899833,0.3056256373218392
d100_delay_median_cap1,city,search_arm1_index2241,0.7967024692664814,0.47508238350108634
d100_delay_median_cap1,city,search_arm1_index2242,0.7636980095631948,0.31583719210083705
d100_delay_median_cap1,city,search_arm1_index2243,0.8140188541113589,0.6336621349643956
d100_delay_median_cap1,city,search_arm1_index2244,0.8042437565108139,0.4089844539959843
d100_delay_median_cap1,city,search_arm1_index2245,0.7935521458112127,0.3621483320403191
d100_delay_median_cap1,city,search_arm1_index2246,0.7637658558126309,0.32692659124825496
d100_delay_median_cap1,city,search_arm1_index2247,0.8016300315190695,0.43694901086344157
d100_delay_median_cap1,city,search_arm1_index2248,0.7795178385086297,0.370123839308284
d100_delay_median_cap1,city,search_arm1_index2249,0.793727344235101,0.3368963186016123
d100_delay_median_cap1,city,search_arm1_index2250,0.7769836937974927,0.310545795830758
d100_delay_median_cap1,city,search_arm1_index2251,0.8245500455820419,0.6356430908726831
d100_delay_median_cap1,city,search_arm1_index2252,0.7962699342005067,0.41054105354232645
d100_delay_median_cap1,city,search_arm1_index2253,0.8077684321024091,0.39444571928285815
d100_delay_median_cap1,city,search_arm1_index2254,0.8353669140192319,0.394306936432486
d100_delay_median_cap1,city,search_arm1_index2255,0.8105253609970627,0.6038511815968068
d100_delay_median_cap1,city,search_arm1_index2256,0.7986905146030425,0.31016030827389657
d100_delay_median_cap1,city,search_arm1_index2257,0.7850340918267925,0.42388646035590904
d100_delay_median_cap1,city,search_arm1_index2258,0.8325790868625665,0.45194866232900016
d100_delay_median_cap1,city,search_arm1_index2259,0.818965255777315,0.5533697820120412
d100_delay_median_cap1,city,search_arm1_index2260,0.7989585296195166,0.5957810055767464
d100_delay_median_cap1,city,search_arm1_index2261,0.8080480999456865,0.3062934534753782
d100_delay_median_cap1,city,search_arm1_index2262,0.7967774615002986,0.34670799146075254
d100_delay_median_cap1,city,search_arm1_index2263,0.8347491517899249,0.6903259444410315
d100_delay_median_cap1,city,search_arm1_index2264,0.7944478705920694,0.5474631730823617
d100_delay_median_cap1,city,search_arm1_index2265,0.7908068697433621,0.33189111496293267
d100_delay_median_cap1,city,search_arm1_index2266,0.8334085488791624,0.6347492174810312
d100_delay_median_cap1,city,search_arm1_index2267,0.7902355970147164,0.3515045904841925
d100_delay_median_cap1,city,search_arm1_index2268,0.7968215148699205,0.4924130586937411
d100_delay_median_cap1,city,search_arm1_index2269,0.8226321202172201,0.4569012348436101
d100_delay_median_cap1,city,search_arm1_index2270,0.8022291573459278,0.553945594262199
d100_delay_median_cap1,city,search_arm1_index2271,0.7959763398081229,0.376869308886004
d100_delay_median_cap1,city,search_arm1_index2272,0.8095663374113762,0.4067078092321908
d100_delay_median_cap1,city,search_arm1_index2273,0.8076438646019481,0.5666008718274093
d100_delay_median_cap1,city,search_arm1_index2274,0.7940469240252339,0.4344937284497531
d100_delay_median_cap1,city,search_arm1_index2275,0.8044333281078324,0.4594114014811037
d100_delay_median_cap1,city,search_arm1_index2276,0.7889177719291685,0.3797492103792887
d100_delay_median_cap1,city,search_arm1_index2277,0.8124959473945113,0.5227834499857074
d100_delay_median_cap1,city,search_arm1_index2278,0.8109936259849428,0.5303996014632314
d100_delay_median_cap1,city,search_arm1_index2279,0.7910530813870371,0.507399348233145
d100_delay_median_cap1,city,search_arm1_index2280,0.7839876923411736,0.32828067821978146
d100_delay_median_cap1,city,search_arm1_index2281,0.8156292585346907,0.5678820980394704
d100_delay_median_cap1,city,search_arm1_index2282,0.8001088300939491,0.5765534689856254
d100_delay_median_cap1,city,search_arm1_index2283,0.8088669241900789,0.39337534478628294
d100_delay_median_cap1,city,search_arm1_index2284,0.8229185686252227,0.4207865870332291
d100_delay_median_cap1,city,search_arm1_index2285,0.7818830781343963,0.5421506781154324
d100_delay_median_cap1,city,search_arm1_index2286,0.8050494256475959,0.4449043922970321
d100_delay_median_cap1,city,search_arm1_index2287,0.7873247858427656,0.5826521613657233
d100_delay_median_cap1,city,search_arm1_index2288,0.7947689120608261,0.4300793749684865
d100_delay_median_cap1,city,search_arm1_index2289,0.8145948772955308,0.605274952683945
d100_delay_median_cap1,city,search_arm1_index2290,0.8119774981072276,0.39387343151783727
d100_delay_median_cap1,city,search_arm1_index2291,0.7831288343433735,0.3374542441106923
d100_delay_median_cap1,city,search_arm1_index2292,0.7774598356090656,0.3489430005409288
d100_delay_median_cap1,city,search_arm1_index2293,0.7750841612220154,0.36703003036289744
d100_delay_median_cap1,city,search_arm1_index2294,0.8009280197579973,0.6294723613011541
d100_delay_median_cap1,city,search_arm1_index2295,0.8029164711163982,0.4476338441632159
d100_delay_median_cap1,city,search_arm1_index2296,0.8082380369623606,0.47844244784120277
d100_delay_median_cap1,city,search_arm1_index2297,0.8146511519225317,0.528926028015188
d100_delay_median_cap1,city,search_arm1_index2298,0.8232861807990078,0.654678309363899
d100_delay_median_cap1,city,search_arm1_index2299,0.8066661640116288,0.4563989189184685
d100_delay_median_cap1,city,search_arm1_index2300,0.8139939243703931,0.5458362562172225
d100_delay_median_cap1,city,search_arm1_index2301,0.7941817232760585,0.39491281448545734
d100_delay_median_cap1,city,search_arm1_index2302,0.7968467694283581,0.5681648368353351
d100_delay_median_cap1,city,search_arm1_index2303,0.7885933604791414,0.37688239289886233
d100_delay_75_cap1,borough,search_arm6_index0,1.032682756685238,1.2435730975217023
d100_delay_75_cap1,borough,search_arm6_index1,1.4323538695090112,1.7627280054750607
d100_delay_75_cap1,borough,search_arm6_index2,1.793376615385311,1.926683421868589
d100_delay_75_cap1,borough,search_arm6_index3,1.2906956616254204,1.8713229092381174
d100_delay_75_cap1,borough,search_arm6_index4,1.3769060282900465,1.4434835775967112
d100_delay_75_cap1,borough,search_arm6_index5,1.1488388896973072,1.5205628209555075
d100_delay_75_cap1,borough,search_arm6_index6,1.3998012098495816,1.8740128445486912
d100_delay_75_cap1,borough,search_arm6_index7,1.159862510388085,1.8184121152501802
d100_delay_75_cap1,borough,search_arm6_index8,1.4034862622095166,1.9050754615481118
d100_delay_75_cap1,borough,search_arm6_index9,1.5459394584236206,2.062208239984262
d100_delay_75_cap1,borough,search_arm6_index10,1.2524189697032635,1.7222591218553844
d100_delay_75_cap1,borough,search_arm6_index11,1.0771991315164862,1.0955849517894858
d100_delay_75_cap1,borough,search_arm6_index12,0.9186830494385387,1.7998614699065891
d100_delay_75_cap1,borough,search_arm6_index13,1.0981136038927248,1.3124762019215543
d100_delay_75_cap1,borough,search_arm6_index14,1.272340384984049,1.7164032351073186
d100_delay_75_cap1,borough,search_arm6_index15,1.607884775574017,1.7599734816705834
d100_delay_75_cap1,borough,search_arm6_index16,1.1838365723810464,1.9093516065767884
d100_delay_75_cap1,borough,search_arm6_index17,1.4217744823022878,1.6431565737894318
d100_delay_75_cap1,borough,search_arm6_index18,1.572660502481593,2.043958722207607
d100_delay_75_cap1,borough,search_arm6_index19,1.3438092932430354,1.9374733268224507
d100_delay_75_cap1,borough,search_arm6_index20,1.105109061909786,1.3692572160522358
d100_delay_75_cap1,borough,search_arm6_index21,1.4552449596285228,1.8962670005880895
d100_delay_75_cap1,borough,search_arm6_index22,1.007378965917605,1.1774743653997688
d100_delay_75_cap1,borough,search_arm6_index23,1.411136329096486,1.824421425283652
d100_delay_75_cap1,borough,search_arm6_index24,1.3702341385771815,1.632066982649763
d100_delay_75_cap1,borough,search_arm6_index25,1.3277200283579862,2.099485300076243
d100_delay_75_cap1,borough,search_arm6_index26,1.340289212051638,1.963740262707515
d100_delay_75_cap1,borough,search_arm6_index27,1.0229040642911658,1.7497986195607431
d100_delay_75_cap1,borough,search_arm6_index28,1.249816189365195,1.4379703729890623
d100_delay_75_cap1,borough,search_arm6_index29,1.200472109110953,1.8836087754962383
d100_delay_75_cap1,borough,search_arm6_index30,1.0952450845251132,1.354734955925552
d100_delay_75_cap1,borough,search_arm6_index31,1.7662096474325377,2.174881424005749
d100_delay_75_cap1,borough,search_arm6_index32,1.4419359574429942,2.07333000158867
d100_delay_75_cap1,borough,search_arm6_index33,1.1131279075132134,1.6662099295182529
d100_delay_75_cap1,borough,search_arm6_index34,1.1884613962135984,1.334077016286501
d100_delay_75_cap1,borough,search_arm6_index35,1.4279967012226458,1.6565491127336998
d100_delay_75_cap1,borough,search_arm6_index36,1.0958832522662942,1.3155762902289956
d100_delay_75_cap1,borough,search_arm6_index37,1.5047790334371325,1.7054134531087974
d100_delay_75_cap1,borough,search_arm6_index38,1.1066787105740628,2.244343994735085
d100_delay_75_cap1,borough,search_arm6_index39,1.5365339699614007,2.080719197312568
d100_delay_75_cap1,borough,search_arm6_index40,1.186690341030678,1.513801238463973
d100_delay_75_cap1,borough,search_arm6_index41,1.2415229911742791,1.6371945715921163
d100_delay_75_cap1,borough,search_arm6_index42,1.2487604471017988,1.4422809057665043
d100_delay_75_cap1,borough,search_arm6_index43,1.0194694295945808,1.8582961326937493
d100_delay_75_cap1,borough,search_arm6_index44,1.2032969039050476,1.431670312135526
d100_delay_75_cap1,borough,search_arm6_index45,1.2854696329822175,1.6290201849135966
d100_delay_75_cap1,borough,search_arm6_index46,1.5083745263283361,1.7757695762514931
d100_delay_75_cap1,borough,search_arm6_index47,1.1721131108742024,1.7138238307354807
d100_delay_75_cap1,borough,search_arm6_index48,1.2244495303915122,1.8649304157513382
d100_delay_75_cap1,borough,search_arm6_index49,1.335477904689582,1.4395704705040204
d100_delay_75_cap1,borough,search_arm6_index50,1.7020260218815595,2.056450364312383
d100_delay_75_cap1,borough,search_arm6_index51,1.342461002250992,2.2217715067838832
d100_delay_75_cap1,borough,search_arm6_index52,1.0775564434339306,1.6080395895399322
d100_delay_75_cap1,borough,search_arm6_index53,1.4196457598926577,2.1171467732269456
d100_delay_75_cap1,borough,search_arm6_index54,1.2618395534257818,1.5719804783763414
d100_delay_75_cap1,borough,search_arm6_index55,1.1382712169293887,1.5757999638152935
d100_delay_75_cap1,borough,search_arm6_index56,1.232505672700841,1.0379138682115452
d100_delay_75_cap1,borough,search_arm6_index57,1.2491204507561007,1.4956395820957844
d100_delay_75_cap1,borough,search_arm6_index58,1.2524055433198167,1.8117129402035206
d100_delay_75_cap1,borough,search_arm6_index59,1.6091139518266313,1.7813475531162495
d100_delay_75_cap1,borough,search_arm6_index60,1.1714181044175334,1.5432978586152324
d100_delay_75_cap1,borough,search_arm6_index61,1.168819738527912,1.3221621373876726
d100_delay_75_cap1,borough,search_arm6_index62,1.3764890028821504,1.8028008017979298
d100_delay_75_cap1,borough,search_arm6_index63,0.9269954989314613,1.5353800535813809
d100_delay_75_cap1,borough,search_arm6_index64,0.9694805276256454,1.8507932291990554
d100_delay_75_cap1,borough,search_arm6_index65,1.2455982377091122,1.04838679427611
d100_delay_75_cap1,borough,search_arm6_index66,0.9985747253338252,1.160071549785688
d100_delay_75_cap1,borough,search_arm6_index67,1.2294375018270165,1.117873194562356
d100_delay_75_cap1,borough,search_arm6_index68,1.0215829167735957,1.074750365457444
d100_delay_75_cap1,borough,search_arm6_index69,1.013590288687163,1.1958821010438976
d100_delay_75_cap1,borough,search_arm6_index70,1.2311923850548954,1.2340436224513431
d100_delay_75_cap1,borough,search_arm6_index71,1.047278430622663,1.2996759573473997
d100_delay_75_cap1,borough,search_arm6_index72,1.2156696123419792,1.3021603406061335
d100_delay_75_cap1,borough,search_arm6_index73,1.1819102793500662,1.1848558929455004
d100_delay_75_cap1,borough,search_arm6_index74,1.0417109497755819,1.1910971254810976
d100_delay_75_cap1,borough,search_arm6_index75,1.0012260000031226,1.2104102242095063
d100_delay_75_cap1,borough,search_arm6_index76,1.116745418811914,1.1236844597281657
d100_delay_75_cap1,borough,search_arm6_index77,0.9729703429278138,1.9448600575139443
d100_delay_75_cap1,borough,search_arm6_index78,0.9122754021495242,1.8382527219111449
d100_delay_75_cap1,borough,search_arm6_index79,1.0085166661848457,1.0847125541811018
d100_delay_75_cap1,borough,search_arm6_index80,0.9935882935718041,1.1050252292065983
d100_delay_75_cap1,borough,search_arm6_index81,1.22677281154122,1.0331788144195986
d100_delay_75_cap1,borough,search_arm6_index82,0.9174543038638214,1.5455004594334825
d100_delay_75_cap1,borough,search_arm6_index83,0.9521069381832403,1.1109864106171072
d100_delay_75_cap1,borough,search_arm6_index84,1.2225392908791521,1.0335025811280212
d100_delay_75_cap1,borough,search_arm6_index85,0.9832324497276418,1.1645606015589527
d100_delay_75_cap1,borough,search_arm6_index86,1.0533187527331223,1.10957962618299
d100_delay_75_cap1,borough,search_arm6_index87,1.078549522063279,1.1134427169655798
d100_delay_75_cap1,borough,search_arm6_index88,1.0545843643358435,1.166259396383822
d100_delay_75_cap1,borough,search_arm6_index89,1.2184773199905015,1.2437819921179467
d100_delay_75_cap1,borough,search_arm6_index90,0.8737036743338638,1.5091686536218438
d100_delay_75_cap1,borough,search_arm6_index91,1.1024225577884947,1.1279951369902717
d100_delay_75_cap1,borough,search_arm6_index92,1.2607672515972361,1.2420416957605922
d100_delay_75_cap1,borough,search_arm6_index93,1.0687726385163747,1.1086302755857933
d100_delay_75_cap1,borough,search_arm6_index94,1.0097909990149858,1.0467193583963192
d100_delay_75_cap1,borough,search_arm6_index95,1.2202253877406568,1.161854857572945
d100_delay_75_cap1,borough,search_arm6_index96,0.9717866570280952,1.4226975781052686
d100_delay_75_cap1,borough,search_arm6_index97,0.9243821239171208,1.543530270270994
d100_delay_75_cap1,borough,search_arm6_index98,1.1309339729330787,1.1370133290584405
d100_delay_75_cap1,borough,search_arm6_index99,0.8930154758180552,1.5284468314628925
d100_delay_75_cap1,borough,search_arm6_index100,1.2444221425073325,1.0388653786542275
d100_delay_75_cap1,borough,search_arm6_index101,0.905691586066644,1.513689506964612
d100_delay_75_cap1,borough,search_arm6_index102,0.9483159175266901,1.6165583007518276
d100_delay_75_cap1,borough,search_arm6_index103,1.0333379792711497,1.122233949840687
d100_delay_75_cap1,borough,search_arm6_index104,0.9930408804305185,1.1677504016012885
d100_delay_75_cap1,borough,search_arm6_index105,1.200144169426101,1.1712171837797534
d100_delay_75_cap1,borough,search_arm6_index106,0.9035204095832939,1.5442200922349505
d100_delay_75_cap1,borough,search_arm6_index107,1.0658833281732738,1.2348245736069385
d100_delay_75_cap1,borough,search_arm6_index108,1.0296600438634673,1.0418121354213428
d100_delay_75_cap1,borough,search_arm6_index109,1.265955283682955,1.033287607162611
d100_delay_75_cap1,borough,search_arm6_index110,0.9913117948086838,1.1369441391494564
d100_delay_75_cap1,borough,search_arm6_index111,0.9670820716489748,1.1789867220371784
d100_delay_75_cap1,borough,search_arm6_index112,1.2236054555476614,1.037703205224089
d100_delay_75_cap1,borough,search_arm6_index113,1.0948177982163152,1.4118744219344836
d100_delay_75_cap1,borough,search_arm6_index114,1.110902411780074,1.1435666553685713
d100_delay_75_cap1,borough,search_arm6_index115,1.2013090670025524,1.1278068981997054
d100_delay_75_cap1,borough,search_arm6_index116,0.971857578910823,1.0994944834221196
d100_delay_75_cap1,borough,search_arm6_index117,1.2321519354099435,1.0422624411747978
d100_delay_75_cap1,borough,search_arm6_index118,0.9688503920272478,1.1425658399308745
d100_delay_75_cap1,borough,search_arm6_index119,0.9916671256078009,1.1303389063962188
d100_delay_75_cap1,borough,search_arm6_index120,1.29302601665959,1.059497352194026
d100_delay_75_cap1,borough,search_arm6_index121,1.115522035177017,1.1123491670445826
d100_delay_75_cap1,borough,search_arm6_index122,1.1663874635693603,1.1355586326331386
d100_delay_75_cap1,borough,search_arm6_index123,1.0527794578701997,1.341211106320367
d100_delay_75_cap1,borough,search_arm6_index124,1.0067176600063947,1.1489817865295173
d100_delay_75_cap1,borough,search_arm6_index125,1.065757290286647,1.0765576485955064
d100_delay_75_cap1,borough,search_arm6_index126,0.8849909237324896,1.5375713370490356
d100_delay_75_cap1,borough,search_arm6_index127,1.0887207773606844,1.1847958108501
d100_delay_75_cap1,borough,search_arm6_index128,1.0146541922967123,1.0610287315396365
d100_delay_75_cap1,borough,search_arm6_index129,1.2347136506105103,1.0371595626969985
d100_delay_75_cap1,borough,search_arm6_index130,0.9260188721977873,1.081143541015795
d100_delay_75_cap1,borough,search_arm6_index131,0.9678315803935396,1.011701671249785
d100_delay_75_cap1,borough,search_arm6_index132,1.0453254786298436,1.1052285881595136
d100_delay_75_cap1,borough,search_arm6_index133,0.8544402272105849,1.5268946207876606
d100_delay_75_cap1,borough,search_arm6_index134,0.9641800132401153,1.1259701867829093
d100_delay_75_cap1,borough,search_arm6_index135,0.8906592262753142,1.0379825538109237
d100_delay_75_cap1,borough,search_arm6_index136,0.9495834348791063,1.1166081575317528
d100_delay_75_cap1,borough,search_arm6_index137,0.9643364785201821,1.0768172587644187
d100_delay_75_cap1,borough,search_arm6_index138,0.9579495683719197,1.1078995505591804
d100_delay_75_cap1,borough,search_arm6_index139,0.9606633559380012,1.076049337148199
d100_delay_75_cap1,borough,search_arm6_index140,0.9182028220492225,1.0790580027940464
d100_delay_75_cap1,borough,search_arm6_index141,0.9606132250307626,1.0997785779993194
d100_delay_75_cap1,borough,search_arm6_index142,0.9565635176952357,1.3490205801317678
d100_delay_75_cap1,borough,search_arm6_index143,0.9742193088298067,1.1564734054967791
d100_delay_75_cap1,borough,search_arm6_index144,1.0219767932445158,1.3655227701846644
d100_delay_75_cap1,borough,search_arm6_index145,0.9330820758480841,1.08145554116105
d100_delay_75_cap1,borough,search_arm6_index146,0.9700267241018711,1.13604968608192
d100_delay_75_cap1,borough,search_arm6_index147,0.9427428701677874,1.3405641957103365
d100_delay_75_cap1,borough,search_arm6_index148,0.9261278014049465,1.0870694428045873
d100_delay_75_cap1,borough,search_arm6_index149,0.9340492276680188,1.1400070681432737
d100_delay_75_cap1,borough,search_arm6_index150,0.8915270422382503,1.0825087665806983
d100_delay_75_cap1,borough,search_arm6_index151,0.9364566309780045,1.0189465131877375
d100_delay_75_cap1,borough,search_arm6_index152,0.9652059095252331,1.1283188354093525
d100_delay_75_cap1,borough,search_arm6_index153,1.000944530463382,1.108692094598245
d100_delay_75_cap1,borough,search_arm6_index154,0.9728915288726194,1.0769430340271169
d100_delay_75_cap1,borough,search_arm6_index155,0.9511753495906701,1.297009571490109
d100_delay_75_cap1,borough,search_arm6_index156,0.9832016347240944,1.1083723051847643
d100_delay_75_cap1,borough,search_arm6_index157,0.9470915648665245,1.3538851903570788
d100_delay_75_cap1,borough,search_arm6_index158,0.9602609735786108,1.142096462569164
d100_delay_75_cap1,borough,search_arm6_index159,0.9429410896699912,1.0801874376378622
d100_delay_75_cap1,borough,search_arm6_index160,1.0177926282694711,1.1076375484013408
d100_delay_75_cap1,borough,search_arm6_index161,0.9410745316633584,1.0988042001365699
d100_delay_75_cap1,borough,search_arm6_index162,0.9714770319208229,1.2975859255304156
d100_delay_75_cap1,borough,search_arm6_index163,0.9284641105610458,1.114227446845527
d100_delay_75_cap1,borough,search_arm6_index164,0.9780399170578973,1.2272874088480505
d100_delay_75_cap1,borough,search_arm6_index165,0.9299084965589106,1.127956003603859
d100_delay_75_cap1,borough,search_arm6_index166,0.9237462710696376,1.1103299753021045
d100_delay_75_cap1,borough,search_arm6_index167,0.9298666777350885,1.3102316600970996
d100_delay_75_cap1,borough,search_arm6_index168,0.9518888967308156,1.0956254060434696
d100_delay_75_cap1,borough,search_arm6_index169,0.9793328336393031,1.0928532460842033
d100_delay_75_cap1,borough,search_arm6_index170,0.9675612654113374,1.0798583626431455
d100_delay_75_cap1,borough,search_arm6_index171,0.9813943702969635,1.3661661259997024
d100_delay_75_cap1,borough,search_arm6_index172,0.9706711689734042,1.1332572083304044
d100_delay_75_cap1,borough,search_arm6_index173,0.9212954984953998,1.0272102030315386
d100_delay_75_cap1,borough,search_arm6_index174,1.0141158449251635,1.0254454654903535
d100_delay_75_cap1,borough,search_arm6_index175,0.9840349749213568,1.3719169039210903
d100_delay_75_cap1,borough,search_arm6_index176,0.9588379276705544,1.1798972296242454
d100_delay_75_cap1,borough,search_arm6_index177,0.9809841388328964,1.0638849743065306
d100_delay_75_cap1,borough,search_arm6_index178,0.9720741237575549,1.0770280014867857
d100_delay_75_cap1,borough,search_arm6_index179,0.9464605894462276,1.095489377250871
d100_delay_75_cap1,borough,search_arm6_index180,0.9049380397167927,1.0374164204780647
d100_delay_75_cap1,borough,search_arm6_index181,0.9783953555264884,1.0491801069658608
d100_delay_75_cap1,borough,search_arm6_index182,0.9512977697829602,1.11192715872869
d100_delay_75_cap1,borough,search_arm6_index183,1.0211989674282076,1.200436206633857
d100_delay_75_cap1,borough,search_arm6_index184,0.9235692193860825,1.1728858007417713
d100_delay_75_cap1,borough,search_arm6_index185,0.9907427401030623,1.178367834672208
d100_delay_75_cap1,borough,search_arm6_index186,1.0861346642572391,1.3160943085563641
d100_delay_75_cap1,borough,search_arm6_index187,0.9476106932369087,1.1394610087383248
d100_delay_75_cap1,borough,search_arm6_index188,0.9658444110417846,1.2555228167880013
d100_delay_75_cap1,borough,search_arm6_index189,0.9812603325683956,1.1890533517256994
d100_delay_75_cap1,borough,search_arm6_index190,0.9596606301237547,1.0821914359607134
d100_delay_75_cap1,borough,search_arm6_index191,0.9231597523752829,1.0792865259730908
d100_delay_75_cap1,borough,search_arm6_index192,0.9043656795583097,0.9449103880673473
d100_delay_75_cap1,borough,search_arm6_index193,0.8159125577438121,1.022383212971353
d100_delay_75_cap1,borough,search_arm6_index194,0.8372362387241125,0.965602190412738
d100_delay_75_cap1,borough,search_arm6_index195,0.8382122409748353,0.9840950797953018
d100_delay_75_cap1,borough,search_arm6_index196,0.8414201668263135,0.9362306379745963
d100_delay_75_cap1,borough,search_arm6_index197,0.8355109107669311,1.0394702536113303
d100_delay_75_cap1,borough,search_arm6_index198,0.9622681048509029,0.9904004638685872
d100_delay_75_cap1,borough,search_arm6_index199,0.917874537822052,0.9950983240409488
d100_delay_75_cap1,borough,search_arm6_index200,0.8952007677694875,0.9551365258540524
d100_delay_75_cap1,borough,search_arm6_index201,0.8097742994795205,0.9386416572885944
d100_delay_75_cap1,borough,search_arm6_index202,0.9342559315247986,0.9725998833351698
d100_delay_75_cap1,borough,search_arm6_index203,0.8778397971894714,0.9738108594901662
d100_delay_75_cap1,borough,search_arm6_index204,0.8431251990875874,1.0681101078837227
d100_delay_75_cap1,borough,search_arm6_index205,0.8103405117110202,0.9645818970647014
d100_delay_75_cap1,borough,search_arm6_index206,0.8837352392553,0.9850632297268558
d100_delay_75_cap1,borough,search_arm6_index207,0.8453789365238382,1.000439144299959
d100_delay_75_cap1,borough,search_arm6_index208,0.878027658888247,0.9589244233284788
d100_delay_75_cap1,borough,search_arm6_index209,0.8415429961626062,0.9633011749550323
d100_delay_75_cap1,borough,search_arm6_index210,0.8933212678920421,1.0150667739566368
d100_delay_75_cap1,borough,search_arm6_index211,0.8163824488635946,0.9684028602842077
d100_delay_75_cap1,borough,search_arm6_index212,0.8810947099995385,1.0161210766322897
d100_delay_75_cap1,borough,search_arm6_index213,0.8069274970448767,0.9796333267847843
d100_delay_75_cap1,borough,search_arm6_index214,0.8845728862315345,1.0087725634425044
d100_delay_75_cap1,borough,search_arm6_index215,0.8391703054911379,1.0002341874971077
d100_delay_75_cap1,borough,search_arm6_index216,0.8574060044143407,1.0216416725997612
d100_delay_75_cap1,borough,search_arm6_index217,0.829779061700369,0.9119495705836727
d100_delay_75_cap1,borough,search_arm6_index218,0.8618886937738565,1.0025682848990807
d100_delay_75_cap1,borough,search_arm6_index219,0.8325188083767069,1.0149029899929611
d100_delay_75_cap1,borough,search_arm6_index220,0.8632834226101697,1.0175117690885123
d100_delay_75_cap1,borough,search_arm6_index221,0.7905313095563602,0.8952839253189072
d100_delay_75_cap1,borough,search_arm6_index222,0.8375373256420721,0.97222347648737
d100_delay_75_cap1,borough,search_arm6_index223,0.884275524677386,1.0219108000304296
d100_delay_75_cap1,borough,search_arm6_index224,0.8240590239751386,0.918899856725985
d100_delay_75_cap1,borough,search_arm6_index225,0.9103162914627744,0.969267008819799
d100_delay_75_cap1,borough,search_arm6_index226,0.8744189657194928,0.9343383136397312
d100_delay_75_cap1,borough,search_arm6_index227,0.8137122028329237,0.9241425367311586
d100_delay_75_cap1,borough,search_arm6_index228,0.9225284647135102,0.9538174128498319
d100_delay_75_cap1,borough,search_arm6_index229,0.9159124769917063,1.0404944766399848
d100_delay_75_cap1,borough,search_arm6_index230,0.7979289991955476,0.9188215089598406
d100_delay_75_cap1,borough,search_arm6_index231,0.9023222421392806,0.9675053921650983
d100_delay_75_cap1,borough,search_arm6_index232,0.8068936242282589,0.8815870006814795
d100_delay_75_cap1,borough,search_arm6_index233,0.9139185244630699,1.1290139596564819
d100_delay_75_cap1,borough,search_arm6_index234,0.8859226953631656,1.0196468180770468
d100_delay_75_cap1,borough,search_arm6_index235,0.812068003824635,0.9521904755870969
d100_delay_75_cap1,borough,search_arm6_index236,0.9095419756713286,1.0729969760587612
d100_delay_75_cap1,borough,search_arm6_index237,0.9032316615870899,1.0554107030381499
d100_delay_75_cap1,borough,search_arm6_index238,0.8999009710010036,1.0674852903998773
d100_delay_75_cap1,borough,search_arm6_index239,0.8902091248049094,0.9525397078935324
d100_delay_75_cap1,borough,search_arm6_index240,0.8917260584945643,1.068607595214194
d100_delay_75_cap1,borough,search_arm6_index241,0.8991612817124959,1.0398792172436997
d100_delay_75_cap1,borough,search_arm6_index242,0.8656854424464401,0.9405494840473954
d100_delay_75_cap1,borough,search_arm6_index243,0.8876145919485735,1.0251321803330882
d100_delay_75_cap1,borough,search_arm6_index244,0.892352694835047,1.0368058083997296
d100_delay_75_cap1,borough,search_arm6_index245,0.8378433222880604,1.0552519649176546
d100_delay_75_cap1,borough,search_arm6_index246,0.8504308420931871,1.0336745040431081
d100_delay_75_cap1,borough,search_arm6_index247,0.8943661678393756,1.0406280605141405
d100_delay_75_cap1,borough,search_arm6_index248,0.8938740429731481,1.0604672755525846
d100_delay_75_cap1,borough,search_arm6_index249,0.8828951158811558,1.0287050937006026
